Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_Type_Construction,Project_Type_Healthcare,Project_Type_IT,Project_Type_Manufacturing,Project_Type_Marketing,Project_Type_R&D,Methodology_Used_Agile,Methodology_Used_Hybrid,Methodology_Used_Kanban,Methodology_Used_Scrum,Methodology_Used_Waterfall,Team_Experience_Level_Expert,Team_Experience_Level_Junior,Team_Experience_Level_Mixed,Team_Experience_Level_Senior,Project_Phase_Closure,Project_Phase_Execution,Project_Phase_Initiation,Project_Phase_Monitoring,Project_Phase_Planning,Requirement_Stability_Moderate,Requirement_Stability_Stable,Requirement_Stability_Volatile,Regulatory_Compliance_Level_Critical,Regulatory_Compliance_Level_High,Regulatory_Compliance_Level_Low,Regulatory_Compliance_Level_Medium,Technology_Familiarity_Expert,Technology_Familiarity_Familiar,Technology_Familiarity_New,Stakeholder_Engagement_Level_Excellent,Stakeholder_Engagement_Level_High,Stakeholder_Engagement_Level_Low,Stakeholder_Engagement_Level_Medium,Stakeholder_Engagement_Level_Poor,Executive_Sponsorship_Moderate,Executive_Sponsorship_Strong,Executive_Sponsorship_Weak,Funding_Source_External,Funding_Source_Government,Funding_Source_Internal,Funding_Source_Mixed,Priority_Level_Critical,Priority_Level_High,Priority_Level_Low,Priority_Level_Medium,Project_Manager_Experience_Certified PM,Project_Manager_Experience_Junior PM,Project_Manager_Experience_Mid-level PM,Project_Manager_Experience_Senior PM,Org_Process_Maturity_Ad-hoc,Org_Process_Maturity_Defined,Org_Process_Maturity_Managed,Org_Process_Maturity_Optimizing,Data_Security_Requirements_High,Data_Security_Requirements_Low,Data_Security_Requirements_Medium,Data_Security_Requirements_Strict,Key_Stakeholder_Availability_Excellent,Key_Stakeholder_Availability_Good,Key_Stakeholder_Availability_Limited,Key_Stakeholder_Availability_Moderate,Key_Stakeholder_Availability_Poor,Contract_Type_Cost-Plus,Contract_Type_Fixed-Price,Contract_Type_Hybrid,Contract_Type_Time & Materials,Resource_Contention_Level_High,Resource_Contention_Level_Low,Resource_Contention_Level_Medium,Industry_Volatility_Extreme,Industry_Volatility_High,Industry_Volatility_Moderate,Industry_Volatility_Stable,Client_Experience_Level_First-time,Client_Experience_Level_Occasional,Client_Experience_Level_Regular,Client_Experience_Level_Strategic,Change_Control_Maturity_Advanced,Change_Control_Maturity_Basic,Change_Control_Maturity_Formal,Risk_Management_Maturity_Advanced,Risk_Management_Maturity_Basic,Risk_Management_Maturity_Formal,Team_Colocation_Fully Colocated,Team_Colocation_Fully Remote,Team_Colocation_Hybrid,Team_Colocation_Partially Colocated,Documentation_Quality_Basic,Documentation_Quality_Excellent,Documentation_Quality_Good,Documentation_Quality_Poor,Risk_Level
-0.3731827160868569,-1.0149741657808506,-0.3132871520516952,-0.015769119492025363,-0.9375982903333268,1.6992738972424124,-0.07504587445151378,0.02192965716086859,0.4714536065746166,-0.8121357430302212,2.0177838202834324,0.1540364490031401,-1.4654510040254147,-0.26284232121093953,-1.4401821190432749,-0.40787395390922065,1.3116648586938182,0.8346145482598447,-0.8609889508865377,1.0655410011815458,1.1874723169147456,-0.5877332067935084,-1.2950159721222754,0.6655151195976327,-0.3549191857742904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
-0.26498441115997984,-1.0439028292045365,-0.7459046232393067,-0.4809948431378878,-0.9375982903333268,0.5679566245542361,-0.07504587445151378,1.3802631275655055,-1.3956893897604992,0.2878482388763498,-0.4270886616957361,-0.23338122163978312,-0.034870402170220416,0.07467590827341297,0.5045779811147079,-1.3528570499554686,-1.4529728354090918,0.5363881449957609,1.1878199350612388,1.4965524035050126,-1.3255581030095436,-0.5877332067935084,0.14469050049837553,0.3199051905628348,-0.3549191857742904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-0.9141742407212421,-1.168139099971453,-0.7459046232393067,-0.6255309902900006,-1.6133955414182384,0.0022979882101479034,-0.697187838816395,-0.12239327406962404,-0.733154778157716,0.8989504510466667,0.38786883229732017,-0.27072268387042636,0.6804198987573767,-0.600360550695292,0.953368773458857,0.6421072639199439,0.9233082424151061,0.9837277498918869,-0.8820023753577969,-0.22749320578885487,0.9082467147009354,-0.5877332067935084,1.5843969731190264,-1.0625345255763565,-0.3549191857742904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.6006020282550365,1.1426433804987879,1.128771085240343,1.7186646463333255,1.315059213283045,0.0022979882101479034,1.79138001864313,1.9660444366775058,0.8328361219943164,-2.1565606098049184,2.0177838202834324,0.914868741952495,0.6804198987573767,-0.600360550695292,-0.5426005343549755,-1.0378626846067194,1.542371759453449,1.3813629542439994,0.3157628195039802,-0.22749320578885487,1.3270851180216499,-0.5877332067935084,1.008514384070766,-1.0625345255763565,-0.3549191857742904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
2.1153782972313153,1.2468779331254607,2.13821185134477,1.1766540945129036,1.0897934629214079,-0.5633606481339403,1.1692380542782486,-0.9713516930725222,-1.094537293577416,-1.2399072915494427,-0.4270886616957361,-0.7328232789746361,-1.4654510040254147,-0.600360550695292,1.5517564965843906,-1.4228557978107463,0.8579412871998774,-0.06006466153240711,0.7570447334004243,0.6345295988580789,0.4894083113802202,-0.5877332067935084,0.7205730895466359,-0.025704738471963043,-0.3549191857742904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
-0.805975935794365,-0.5360160454627254,-0.7459046232393067,-1.0049383765642959,0.18873046147485917,0.0022979882101479034,-0.07504587445151378,-1.1751017136332178,0.8930665412309331,-1.3010175127664745,-1.2420461556887925,-0.7048171823016536,-0.7501607030978176,-0.600360550695292,0.9035031298650624,-0.6878689453303313,0.9463789324910691,-0.8056306696926173,0.7570447334004243,-1.0895160104357886,0.9082467147009354,2.50753621736722,-1.5829572666464056,-0.3713146675067609,-0.3549191857742904,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
0.3842054184012824,1.2013688167803163,0.9845652615111392,1.7186646463333255,1.315059213283045,0.0022979882101479034,2.4135219830080112,2.882919529200636,2.278366183673116,0.7767300086126031,-0.4270886616957361,-0.05134159326539768,1.395710199684974,-0.15033624471615534,0.45471233752091333,0.047117907150083904,1.6731056698839064,-0.3582910647964914,-0.12551909439246392,0.6345295988580789,-1.5349773046699013,-0.5877332067935084,-1.0070746775981452,0.6655151195976327,-0.3549191857742904,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
-1.3469674604287503,-1.3352446537315472,-1.7553453893437336,-1.4114462904296126,-0.7123325399716895,0.0022979882101479034,-1.3193298031812761,-0.5214037310009861,-0.251311424264783,0.7156197873955714,-1.2420461556887925,-0.219378173303292,-1.4654510040254147,3.337352126622154,0.15551847595814652,0.15211602893300044,0.25810334522483724,0.5363881449957609,2.6377462235781275,1.4965524035050126,-0.13884929360085194,-0.28493511095169805,0.4326317950225057,-1.0625345255763565,-0.3549191857742904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.5895793259406109,-0.8330865244665153,-0.8901104469685106,-0.6255309902900006,-0.2618010392484152,1.133615260898324,-0.697187838816395,0.30208593543182505,-1.094537293577416,0.34895846009338155,1.2028263262903764,-0.01400013103475445,-1.4654510040254147,0.4121941377577655,-0.6921974651363584,-0.37287457998158186,0.765658526896025,1.033432150435901,0.2212024093833135,1.0655410011815458,0.8384403141474829,0.6571034094450455,1.5843969731190264,-1.0625345255763565,2.8175428099735234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
-0.9141742407212421,-1.041166391053133,-1.1785220944269181,-1.4882311186041723,-1.388129791056601,1.6992738972424124,-1.3193298031812761,-0.5298933151910151,0.11007109115491681,-0.6899153005961577,0.38786883229732017,0.7094906996839576,-1.4654510040254147,-0.600360550695292,-0.8417943959177417,1.1670978728345258,-0.4840038522186423,-0.9050394707806454,-0.7033882673520933,-0.6585046081123218,0.14037630861295824,-0.5877332067935084,-0.43119208854988483,-1.0625345255763565,-0.3549191857742904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
