Complexity_Score,Team_Turnover_Rate,Previous_Delivery_Success_Rate,Estimated_Timeline_Months,Integration_Complexity,Project_Budget_USD,Communication_Frequency,Market_Volatility,Resource_Availability,Change_Request_Frequency,Budget_Utilization_Rate,Organizational_Change_Frequency,Vendor_Reliability_Score,Team_Size,Stakeholder_Count,External_Dependencies_Count,Project_Start_Month,Current_Phase_Duration_Months,Cross_Functional_Dependencies,Org_Process_Maturity_Ad-hoc,Org_Process_Maturity_Optimizing,Team_Experience_Level_Expert,Past_Similar_Projects,Technology_Familiarity_New,Schedule_Pressure,Geographical_Distribution,Key_Stakeholder_Availability_Excellent,Historical_Risk_Incidents,Technical_Debt_Level,Project_Manager_Experience_Certified PM,Risk_Level
-0.015769119492025363,0.4714536065746166,1.1874723169147456,-0.3132871520516952,1.3116648586938182,-1.0149741657808506,0.1540364490031401,-0.40787395390922065,0.8346145482598447,0.02192965716086859,-1.4401821190432749,-0.8609889508865377,-0.8121357430302212,-0.3731827160868569,-0.9375982903333268,-0.07504587445151378,-1.2950159721222754,0.6655151195976327,1.0655410011815458,0.0,0.0,0.0,1.6992738972424124,1.0,-0.26284232121093953,-1.4654510040254147,0.0,2.0177838202834324,-0.5877332067935084,0.0,3
-0.4809948431378878,-1.3956893897604992,-1.3255581030095436,-0.7459046232393067,-1.4529728354090918,-1.0439028292045365,-0.23338122163978312,-1.3528570499554686,0.5363881449957609,1.3802631275655055,0.5045779811147079,1.1878199350612388,0.2878482388763498,-0.26498441115997984,-0.9375982903333268,-0.07504587445151378,0.14469050049837553,0.3199051905628348,1.4965524035050126,0.0,0.0,0.0,0.5679566245542361,0.0,0.07467590827341297,-0.034870402170220416,0.0,-0.4270886616957361,-0.5877332067935084,0.0,1
-0.6255309902900006,-0.733154778157716,0.9082467147009354,-0.7459046232393067,0.9233082424151061,-1.168139099971453,-0.27072268387042636,0.6421072639199439,0.9837277498918869,-0.12239327406962404,0.953368773458857,-0.8820023753577969,0.8989504510466667,-0.9141742407212421,-1.6133955414182384,-0.697187838816395,1.5843969731190264,-1.0625345255763565,-0.22749320578885487,0.0,0.0,0.0,0.0022979882101479034,0.0,-0.600360550695292,0.6804198987573767,0.0,0.38786883229732017,-0.5877332067935084,0.0,1
1.7186646463333255,0.8328361219943164,1.3270851180216499,1.128771085240343,1.542371759453449,1.1426433804987879,0.914868741952495,-1.0378626846067194,1.3813629542439994,1.9660444366775058,-0.5426005343549755,0.3157628195039802,-2.1565606098049184,0.6006020282550365,1.315059213283045,1.79138001864313,1.008514384070766,-1.0625345255763565,-0.22749320578885487,0.0,0.0,0.0,0.0022979882101479034,1.0,-0.600360550695292,0.6804198987573767,0.0,2.0177838202834324,-0.5877332067935084,0.0,3
1.1766540945129036,-1.094537293577416,0.4894083113802202,2.13821185134477,0.8579412871998774,1.2468779331254607,-0.7328232789746361,-1.4228557978107463,-0.06006466153240711,-0.9713516930725222,1.5517564965843906,0.7570447334004243,-1.2399072915494427,2.1153782972313153,1.0897934629214079,1.1692380542782486,0.7205730895466359,-0.025704738471963043,0.6345295988580789,0.0,0.0,0.0,-0.5633606481339403,1.0,-0.600360550695292,-1.4654510040254147,0.0,-0.4270886616957361,-0.5877332067935084,0.0,3
-1.0049383765642959,0.8930665412309331,0.9082467147009354,-0.7459046232393067,0.9463789324910691,-0.5360160454627254,-0.7048171823016536,-0.6878689453303313,-0.8056306696926173,-1.1751017136332178,0.9035031298650624,0.7570447334004243,-1.3010175127664745,-0.805975935794365,0.18873046147485917,-0.07504587445151378,-1.5829572666464056,-0.3713146675067609,-1.0895160104357886,0.0,0.0,0.0,0.0022979882101479034,0.0,-0.600360550695292,-0.7501607030978176,0.0,-1.2420461556887925,2.50753621736722,0.0,2
1.7186646463333255,2.278366183673116,-1.5349773046699013,0.9845652615111392,1.6731056698839064,1.2013688167803163,-0.05134159326539768,0.047117907150083904,-0.3582910647964914,2.882919529200636,0.45471233752091333,-0.12551909439246392,0.7767300086126031,0.3842054184012824,1.315059213283045,2.4135219830080112,-1.0070746775981452,0.6655151195976327,0.6345295988580789,0.0,0.0,0.0,0.0022979882101479034,0.0,-0.15033624471615534,1.395710199684974,0.0,-0.4270886616957361,-0.5877332067935084,0.0,3
-1.4114462904296126,-0.251311424264783,-0.13884929360085194,-1.7553453893437336,0.25810334522483724,-1.3352446537315472,-0.219378173303292,0.15211602893300044,0.5363881449957609,-0.5214037310009861,0.15551847595814652,2.6377462235781275,0.7156197873955714,-1.3469674604287503,-0.7123325399716895,-1.3193298031812761,0.4326317950225057,-1.0625345255763565,1.4965524035050126,0.0,0.0,0.0,0.0022979882101479034,0.0,3.337352126622154,-1.4654510040254147,0.0,-1.2420461556887925,-0.28493511095169805,0.0,1
-0.6255309902900006,-1.094537293577416,0.8384403141474829,-0.8901104469685106,0.765658526896025,-0.8330865244665153,-0.01400013103475445,-0.37287457998158186,1.033432150435901,0.30208593543182505,-0.6921974651363584,0.2212024093833135,0.34895846009338155,-0.5895793259406109,-0.2618010392484152,-0.697187838816395,1.5843969731190264,-1.0625345255763565,1.0655410011815458,0.0,0.0,0.0,1.133615260898324,0.0,0.4121941377577655,-1.4654510040254147,0.0,1.2028263262903764,0.6571034094450455,0.0,2
-1.4882311186041723,0.11007109115491681,0.14037630861295824,-1.1785220944269181,-0.4840038522186423,-1.041166391053133,0.7094906996839576,1.1670978728345258,-0.9050394707806454,-0.5298933151910151,-0.8417943959177417,-0.7033882673520933,-0.6899153005961577,-0.9141742407212421,-1.388129791056601,-1.3193298031812761,-0.43119208854988483,-1.0625345255763565,-0.6585046081123218,0.0,0.0,0.0,1.6992738972424124,1.0,-0.600360550695292,-1.4654510040254147,0.0,0.38786883229732017,-0.5877332067935084,0.0,2
-0.40872676956183146,-0.6729243589210995,0.6290211124871253,-1.0343162706977145,-0.5455256924212105,-0.7988476191393543,0.5974663129920279,0.9221022553410542,0.5363881449957609,0.327554688001912,0.40484669392711886,-0.36717347581194537,-0.38436419451099885,-0.697777630867488,-0.4870667896100524,-0.697187838816395,-1.5829572666464056,-0.7169245965415587,0.203518196534612,1.0,0.0,0.0,-0.5633606481339403,1.0,2.0997852851795282,-0.034870402170220416,0.0,-0.4270886616957361,1.599141929841789,0.0,2
1.122453039330861,-0.010389747318316564,-1.3953645035629962,0.5519477903235277,1.1078737630228106,0.17999218781240248,-0.7795001067629399,0.8171041335581377,-1.6506054789408553,0.06437757811101354,0.8037718426774746,0.8410984312854614,1.4489424419999517,-0.26498441115997984,0.8645277125597707,0.5470960899133674,-1.0070746775981452,-0.025704738471963043,0.203518196534612,1.0,0.0,1.0,-0.5633606481339403,0.0,-0.26284232121093953,0.6804198987573767,0.0,0.38786883229732017,2.1710938886540974,0.0,2
1.0592184749518114,0.6521448642844667,1.1176659163612932,0.40774196659432393,-0.9569529987758856,0.028982425320946695,-0.4574299950236423,0.6421072639199439,0.039344139555621,-0.17333077920979797,-1.2407195446680974,-0.13602580662809358,-0.5065846369450624,0.0596105036206513,-0.7123325399716895,1.79138001864313,-0.14325079402575466,1.7023449067020262,0.203518196534612,0.0,1.0,0.0,-0.5633606481339403,1.0,0.07467590827341297,-0.7501607030978176,0.0,0.38786883229732017,-0.28493511095169805,1.0,0
-0.8468519656166726,-0.6126939396844828,0.27998910971986335,-1.1785220944269181,1.123254223073453,-0.7628668053567752,0.11202730399366635,1.4470928642556364,0.4866837444517469,0.21719009353153515,0.15551847595814652,-0.9660560732428339,1.5100526632169835,-0.4813810210137339,-0.9375982903333268,0.5470960899133674,0.14469050049837553,-0.3713146675067609,-0.6585046081123218,0.0,1.0,1.0,2.830591169930589,0.0,1.312242749716039,-1.4654510040254147,1.0,2.0177838202834324,0.9262572724155437,0.0,0
